<before>	287 223 349 317 178 170 401 185 283 255 323 242 381 302 354 94 204 397 93 413 3 281 37 95 58 395 47 361 103 393 42 358 342 327 237 415 216 31 427 319 1 365 152 200 89 45 188 68 142 312 143 225 44 62 367 338 201 261 260 414 266 438 114 340 84 228 134 171 215 41 391 325 210 396 169 245 18 10 273 87 4 50 398 339 337 440 428 241 236 57 406 309 72 8 144 64 353 138 181 46 195 336 126 290 67 356 146 157 135 231 362 407 403 70 264 366 98 19 123 270 121 374 297 233 392 219 196 435 69 385 90 5 268 179 372 111 163 421 137 295 150 132 15 211 154 43 49 249 217 20 310 116 56 140 422 232 59 269 109 285 375 364 16 148 298 74 274 296 26 187 333 318 250 102 158 81 227 262 112 286 85 105 115 6 256 38 164 78 436 190 437 341 35 314 76 313 328 177 373 25 191 400 359 382 331 213 351 33 234 88 202 77 13 322 244 128 292 40 36 147 136 120 412 106 370 63 51 402 117 303 11 214 418 24 243 159 124 21 277 79 330 332 66 410 97 263 176 307 226 149 352 350 254 86 441 28 386 304 377 300 209 432 334 30 378 80 279 139 420 326 246 308 92 424 434 145 113 60 384 39 104 276 238 218 320 311 417 207 162 430 284 160 289 9 183 360 275 52 383 99 442 167 55 129 443 278 425 14 203 394 357 371 73 379 130 229 222 32 423 306 141 343 235 257 61 23 252 409 247 127 248 315 388 180 419 110 416 34 186 387 100 346 251 82 205 12 155 75 165 54 221 316 369 305 7 125 220 189 408 347 194 53 27 212 122 291 184 293 344 329 405 288 101 173 411 83 431 280 166 368 380 399 17 253 390 91 175 258 108 96 389 259 208 156 199 404 282 197 151 131 376 426 161 182 439 22 206 118 294 29 172 119 198 48 239 224 230 433 299 240 265 71 321 301 174 348 193 133 271 65 324 2 192 363 272 335 267 345 168 153 107 355 429 
debug:Remaining 2opt times:	2053
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2052
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2051
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2050
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2049
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2048
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2047
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2046
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2045
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2044
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2043
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2042
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2041
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2040
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2039
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2038
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2037
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2036
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2035
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2034
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2033
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2032
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2031
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2030
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2029
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2028
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2027
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2026
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2025
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2024
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2023
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2022
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2021
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2020
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2019
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2018
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2017
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2016
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2015
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2014
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2013
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2012
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2011
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2010
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2009
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2008
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2007
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2006
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2005
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2004
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2003
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2002
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2001
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	2000
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1999
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1998
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1997
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1996
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1995
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1994
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1993
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1992
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1991
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1990
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1989
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1988
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1987
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1986
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1985
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1984
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1983
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1982
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1981
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1980
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1979
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1978
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1977
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1976
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1975
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1974
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1973
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1972
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1971
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1970
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1969
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1968
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1967
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1966
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1965
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1964
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1963
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1962
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1961
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1960
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1959
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1958
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1957
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1956
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1955
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1954
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1953
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1952
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1951
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1950
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1949
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1948
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1947
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1946
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1945
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1944
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1943
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1942
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1941
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1940
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1939
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1938
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1937
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1936
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1935
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1934
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1933
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1932
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1931
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1930
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1929
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1928
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1927
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1926
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1925
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1924
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1923
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1922
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1921
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1920
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1919
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1918
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1917
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1916
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1915
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1914
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1913
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1912
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1911
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1910
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1909
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1908
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1907
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1906
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1905
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1904
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1903
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1902
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1901
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1900
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1899
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1898
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1897
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1896
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1895
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1894
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1893
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1892
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1891
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1890
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1889
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1888
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1887
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1886
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1885
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1884
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1883
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1882
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1881
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1880
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1879
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1878
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1877
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1876
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1875
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1874
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1873
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1872
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1871
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1870
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1869
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1868
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1867
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1866
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1865
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1864
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1863
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1862
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1861
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1860
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1859
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1858
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1857
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1856
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1855
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1854
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1853
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1852
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1851
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1850
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1849
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1848
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1847
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1846
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1845
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1844
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1843
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1842
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1841
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1840
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1839
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1838
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1837
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1836
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1835
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1834
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1833
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1832
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1831
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1830
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1829
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1828
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1827
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1826
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1825
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1824
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1823
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1822
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1821
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1820
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1819
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1818
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1817
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1816
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1815
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1814
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1813
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1812
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1811
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1810
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1809
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1808
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1807
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1806
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1805
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1804
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1803
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1802
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1801
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1800
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1799
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1798
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1797
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1796
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1795
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	1794
